Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
2331,22-11-2024,20-11-2024,20-11-2024 08:17,Delhi,106,Kidnapping,39,F,Blunt Object,Violent Crime,3,0,
2332,27-07-2025,26-07-2025,26-07-2025 03:27,Delhi,101,Theft,15,M,Other,Property Crime,8,0,
2333,06-08-2025,03-08-2025,03-08-2025 22:18,Delhi,100,Assault,32,M,Blunt Object,Violent Crime,7,0,
2334,10-07-2025,08-07-2025,08-07-2025 12:07,Kolkata,100,Assault,31,M,Blunt Object,Violent Crime,8,0,
2335,19-07-2025,17-07-2025,17-07-2025 21:17,Mumbai,103,Homicide,29,F,Poison,Violent Crime,15,0,
2336,15-03-2025,12-03-2025,12-03-2025 19:42,Mumbai,100,Assault,18,F,Blunt Object,Violent Crime,6,1,22-05-2025
2337,13-04-2025,10-04-2025,10-04-2025 10:21,Mumbai,103,Homicide,42,M,Firearm,Violent Crime,15,0,
2338,13-12-2024,13-12-2024,13-12-2024 18:00,Kolkata,101,Theft,25,F,Other,Property Crime,2,0,
2339,25-11-2024,22-11-2024,22-11-2024 22:55,Delhi,104,Cyber Crime,20,F,None,Other Crime,4,1,03-07-2025
2340,28-09-2024,26-09-2024,26-09-2024 20:19,Ludhiana,101,Theft,34,M,Other,Property Crime,4,0,
2341,09-12-2024,09-12-2024,09-12-2024 18:39,Hyderabad,102,Robbery,41,M,Blunt Object,Property Crime,7,0,
2342,14-08-2024,12-08-2024,12-08-2024 15:36,Chennai,101,Theft,39,F,Other,Property Crime,8,0,
2343,15-10-2024,15-10-2024,15-10-2024 03:11,Ahmedabad,101,Theft,45,M,None,Property Crime,3,0,
2344,02-02-2025,31-01-2025,31-01-2025 20:41,Hyderabad,107,Terrorism,28,M,Explosives,Violent Crime,20,0,
2345,24-05-2025,23-05-2025,23-05-2025 17:48,Jaipur,102,Robbery,28,F,Firearm,Property Crime,10,0,
2346,06-10-2024,04-10-2024,04-10-2024 20:47,Delhi,104,Cyber Crime,36,F,None,Other Crime,5,0,
2347,07-12-2024,04-12-2024,04-12-2024 09:57,Ahmedabad,101,Theft,29,M,None,Property Crime,3,0,
2348,07-03-2025,06-03-2025,06-03-2025 22:07,Ahmedabad,105,Vandalism,27,M,Other,Property Crime,4,0,
2349,21-03-2025,19-03-2025,19-03-2025 13:54,Bangalore,103,Homicide,31,M,Firearm,Violent Crime,15,0,
2350,22-02-2025,19-02-2025,19-02-2025 06:08,Mumbai,101,Theft,53,M,None,Property Crime,4,0,
2351,05-05-2025,04-05-2025,04-05-2025 16:48,Kolkata,101,Theft,29,M,None,Property Crime,3,0,
2352,15-07-2025,12-07-2025,12-07-2025 00:55,Mumbai,102,Robbery,51,M,Blunt Object,Property Crime,4,1,31-07-2025
2353,17-11-2024,16-11-2024,16-11-2024 01:17,Pune,103,Homicide,24,M,Firearm,Violent Crime,15,0,
2354,19-07-2025,19-07-2025,19-07-2025 16:28,Delhi,104,Cyber Crime,26,M,None,Other Crime,4,0,
2355,28-03-2025,25-03-2025,25-03-2025 13:22,Hyderabad,101,Theft,20,M,Other,Property Crime,5,0,
2356,31-07-2025,28-07-2025,28-07-2025 08:30,Bangalore,104,Cyber Crime,29,F,None,Other Crime,3,1,04-08-2025
2357,30-05-2025,29-05-2025,29-05-2025 14:08,Bangalore,101,Theft,36,M,None,Property Crime,3,1,25-07-2025
2358,25-09-2024,25-09-2024,25-09-2024 17:41,Chennai,102,Robbery,42,M,Blunt Object,Property Crime,3,0,
2359,15-10-2024,15-10-2024,15-10-2024 20:29,Mumbai,101,Theft,38,M,Other,Property Crime,8,0,
2360,14-05-2025,13-05-2025,13-05-2025 11:50,Jaipur,100,Assault,26,M,Blunt Object,Violent Crime,8,1,13-05-2025
2361,01-03-2025,01-03-2025,01-03-2025 02:06,Delhi,101,Theft,18,F,Other,Property Crime,2,0,
2362,17-02-2025,15-02-2025,15-02-2025 20:04,Hyderabad,104,Cyber Crime,14,F,None,Other Crime,5,1,16-04-2025
2363,20-10-2024,17-10-2024,17-10-2024 03:07,Chennai,107,Terrorism,26,F,Firearm,Violent Crime,20,0,
2364,01-09-2024,29-08-2024,29-08-2024 21:03,Hyderabad,100,Assault,39,F,None,Violent Crime,3,0,
2365,17-12-2024,14-12-2024,14-12-2024 14:28,Mumbai,103,Homicide,22,M,Poison,Violent Crime,15,1,13-07-2025
2366,27-09-2024,27-09-2024,27-09-2024 20:49,Mumbai,102,Robbery,37,M,Knife,Property Crime,8,0,
2367,05-12-2024,05-12-2024,05-12-2024 09:33,Hyderabad,103,Homicide,41,M,Poison,Violent Crime,15,0,
2368,01-09-2024,01-09-2024,01-09-2024 11:54,Mumbai,102,Robbery,20,F,Knife,Property Crime,6,0,
2369,13-07-2025,13-07-2025,13-07-2025 01:37,Chennai,105,Vandalism,20,F,None,Property Crime,4,1,19-07-2025
2370,23-08-2024,22-08-2024,22-08-2024 20:50,Mumbai,101,Theft,26,F,None,Property Crime,4,0,
2371,11-10-2024,11-10-2024,11-10-2024 22:39,Ahmedabad,100,Assault,37,F,None,Violent Crime,5,0,
2372,29-10-2024,27-10-2024,27-10-2024 09:17,Hyderabad,100,Assault,37,F,Knife,Violent Crime,6,0,
2373,06-04-2025,03-04-2025,03-04-2025 20:27,Bangalore,100,Assault,31,F,Blunt Object,Violent Crime,3,1,02-08-2025
2374,24-08-2024,22-08-2024,22-08-2024 00:51,Hyderabad,103,Homicide,32,F,Firearm,Violent Crime,15,0,
2375,10-07-2025,09-07-2025,09-07-2025 21:27,Hyderabad,100,Assault,44,M,Blunt Object,Violent Crime,8,0,
2376,17-09-2024,16-09-2024,16-09-2024 01:37,Delhi,102,Robbery,51,M,Knife,Property Crime,3,1,28-10-2024
2377,28-05-2025,25-05-2025,25-05-2025 13:17,Hyderabad,106,Kidnapping,33,M,None,Violent Crime,3,1,24-07-2025
2378,24-01-2025,22-01-2025,22-01-2025 13:11,Bangalore,106,Kidnapping,28,M,None,Violent Crime,5,1,25-03-2025
2379,13-07-2025,11-07-2025,11-07-2025 01:45,Mumbai,106,Kidnapping,17,M,Blunt Object,Violent Crime,2,1,31-07-2025
2380,22-09-2024,19-09-2024,19-09-2024 03:58,Mumbai,100,Assault,39,F,None,Violent Crime,2,0,
2381,03-04-2025,31-03-2025,31-03-2025 18:10,Bangalore,102,Robbery,21,F,Firearm,Property Crime,10,1,15-07-2025
2382,19-09-2024,18-09-2024,18-09-2024 18:36,Mumbai,101,Theft,40,M,None,Property Crime,4,0,
2383,18-11-2024,18-11-2024,18-11-2024 06:04,Ahmedabad,101,Theft,28,M,None,Property Crime,4,1,11-12-2024
2384,27-09-2024,24-09-2024,24-09-2024 07:18,Mumbai,101,Theft,40,F,Other,Property Crime,4,1,15-01-2025
2385,29-01-2025,26-01-2025,26-01-2025 01:12,Delhi,102,Robbery,16,M,Blunt Object,Property Crime,5,0,
2386,15-03-2025,13-03-2025,13-03-2025 13:15,Bangalore,103,Homicide,22,M,Knife,Violent Crime,15,0,
2387,23-01-2025,22-01-2025,22-01-2025 13:49,Bangalore,100,Assault,26,F,None,Violent Crime,5,0,
2388,21-11-2024,21-11-2024,21-11-2024 11:50,Bangalore,106,Kidnapping,23,F,None,Violent Crime,7,1,24-04-2025
2389,17-01-2025,16-01-2025,16-01-2025 23:14,Delhi,106,Kidnapping,32,M,None,Violent Crime,2,0,
2390,05-04-2025,05-04-2025,05-04-2025 16:48,Mumbai,107,Terrorism,19,M,Firearm,Violent Crime,20,0,
2391,08-04-2025,08-04-2025,08-04-2025 01:50,Hyderabad,103,Homicide,29,M,Knife,Violent Crime,15,1,13-05-2025
2392,08-10-2024,08-10-2024,08-10-2024 02:20,Kolkata,101,Theft,27,M,Other,Property Crime,4,1,07-01-2025
2393,31-03-2025,29-03-2025,29-03-2025 00:02,Kolkata,106,Kidnapping,38,F,None,Violent Crime,6,1,26-04-2025
2394,06-07-2025,03-07-2025,03-07-2025 23:16,Ludhiana,101,Theft,21,M,Other,Property Crime,2,1,20-07-2025
2395,16-11-2024,13-11-2024,13-11-2024 13:01,Mumbai,102,Robbery,38,M,Blunt Object,Property Crime,5,0,
2396,31-05-2025,30-05-2025,30-05-2025 11:02,Chennai,100,Assault,15,F,Blunt Object,Violent Crime,5,0,
2397,27-09-2024,24-09-2024,24-09-2024 18:23,Mumbai,103,Homicide,20,M,Poison,Violent Crime,15,0,
2398,30-09-2024,29-09-2024,29-09-2024 14:49,Chennai,105,Vandalism,47,M,Other,Property Crime,7,1,22-07-2025
2399,07-09-2024,04-09-2024,04-09-2024 01:56,Delhi,100,Assault,32,M,None,Violent Crime,2,0,
2400,24-04-2025,22-04-2025,22-04-2025 00:06,Delhi,107,Terrorism,26,M,Explosives,Violent Crime,20,1,26-07-2025
2401,24-05-2025,21-05-2025,21-05-2025 10:37,Ahmedabad,107,Terrorism,34,F,Explosives,Violent Crime,20,1,17-07-2025
2402,22-12-2024,20-12-2024,20-12-2024 01:58,Hyderabad,101,Theft,20,M,Other,Property Crime,8,1,27-07-2025
2403,30-08-2024,29-08-2024,29-08-2024 03:39,Chennai,104,Cyber Crime,26,M,None,Other Crime,7,1,28-04-2025
2404,25-02-2025,25-02-2025,25-02-2025 02:38,Bangalore,103,Homicide,10,M,Poison,Violent Crime,15,0,
2405,07-09-2024,04-09-2024,04-09-2024 20:20,Chennai,100,Assault,30,F,None,Violent Crime,7,0,
2406,02-10-2024,01-10-2024,01-10-2024 12:34,Bangalore,103,Homicide,21,F,Firearm,Violent Crime,15,0,
2407,19-10-2024,16-10-2024,16-10-2024 22:01,Mumbai,101,Theft,10,M,Other,Property Crime,7,0,
2408,15-09-2024,13-09-2024,13-09-2024 10:49,Mumbai,102,Robbery,22,F,Blunt Object,Property Crime,7,1,11-07-2025
2409,15-10-2024,14-10-2024,14-10-2024 10:27,Jaipur,107,Terrorism,45,M,Firearm,Violent Crime,20,0,
2410,25-10-2024,25-10-2024,25-10-2024 02:08,Mumbai,100,Assault,29,M,Knife,Violent Crime,2,1,07-11-2024
2411,28-09-2024,28-09-2024,28-09-2024 22:46,Kolkata,101,Theft,25,M,None,Property Crime,5,0,
2412,10-04-2025,09-04-2025,09-04-2025 19:35,Bangalore,100,Assault,40,M,None,Violent Crime,2,0,
2413,29-06-2025,29-06-2025,29-06-2025 21:48,Hyderabad,104,Cyber Crime,28,F,None,Other Crime,3,0,
2414,04-03-2025,01-03-2025,01-03-2025 01:43,Bangalore,103,Homicide,34,F,Poison,Violent Crime,15,0,
2415,10-09-2024,09-09-2024,09-09-2024 08:37,Jaipur,100,Assault,36,M,None,Violent Crime,6,0,
2416,19-03-2025,17-03-2025,17-03-2025 07:43,Hyderabad,103,Homicide,33,M,Knife,Violent Crime,15,0,
2417,05-05-2025,02-05-2025,02-05-2025 15:08,Mumbai,100,Assault,23,M,Blunt Object,Violent Crime,3,1,01-08-2025
2418,06-04-2025,03-04-2025,03-04-2025 17:00,Hyderabad,101,Theft,31,M,Other,Property Crime,8,0,
2419,13-09-2024,12-09-2024,12-09-2024 01:08,Hyderabad,106,Kidnapping,25,M,Blunt Object,Violent Crime,3,0,
2420,06-06-2025,03-06-2025,03-06-2025 16:53,Bangalore,103,Homicide,40,F,Poison,Violent Crime,15,0,
2421,13-07-2025,11-07-2025,11-07-2025 02:20,Chennai,105,Vandalism,28,M,Other,Property Crime,7,0,
2422,06-08-2025,04-08-2025,04-08-2025 10:20,Delhi,100,Assault,40,M,Knife,Violent Crime,7,0,
2423,10-06-2025,07-06-2025,07-06-2025 07:17,Chennai,101,Theft,30,F,None,Property Crime,7,1,10-06-2025
2424,20-01-2025,19-01-2025,19-01-2025 23:58,Hyderabad,101,Theft,30,F,Other,Property Crime,8,0,
2425,20-05-2025,18-05-2025,18-05-2025 21:16,Chennai,102,Robbery,42,M,Blunt Object,Property Crime,3,1,13-07-2025
2426,05-11-2024,05-11-2024,05-11-2024 14:06,Mumbai,101,Theft,44,F,Other,Property Crime,3,0,
2427,01-10-2024,01-10-2024,01-10-2024 22:50,Kolkata,107,Terrorism,37,M,Explosives,Violent Crime,20,0,
2428,20-08-2024,18-08-2024,18-08-2024 00:58,Ahmedabad,104,Cyber Crime,10,M,None,Other Crime,8,1,20-05-2025
2429,01-05-2025,01-05-2025,01-05-2025 03:11,Ahmedabad,101,Theft,22,M,Other,Property Crime,3,1,02-07-2025
2430,11-02-2025,10-02-2025,10-02-2025 02:49,Ludhiana,101,Theft,20,F,Other,Property Crime,8,0,
2431,28-04-2025,25-04-2025,25-04-2025 17:12,Mumbai,100,Assault,28,M,Knife,Violent Crime,2,0,
2432,24-03-2025,21-03-2025,21-03-2025 18:44,Hyderabad,101,Theft,41,M,None,Property Crime,4,0,
2433,02-06-2025,02-06-2025,02-06-2025 09:14,Mumbai,100,Assault,49,F,None,Violent Crime,5,0,
2434,24-12-2024,24-12-2024,24-12-2024 18:30,Ahmedabad,101,Theft,30,M,Other,Property Crime,4,0,
2435,24-03-2025,24-03-2025,24-03-2025 10:43,Hyderabad,102,Robbery,40,M,Firearm,Property Crime,10,1,02-05-2025
2436,04-12-2024,01-12-2024,01-12-2024 20:22,Delhi,102,Robbery,31,F,Blunt Object,Property Crime,8,1,05-01-2025
2437,14-07-2025,13-07-2025,13-07-2025 14:47,Bangalore,105,Vandalism,36,F,Other,Property Crime,2,1,28-07-2025
2438,06-05-2025,04-05-2025,04-05-2025 23:21,Chennai,102,Robbery,24,F,Blunt Object,Property Crime,2,0,
2439,24-02-2025,24-02-2025,24-02-2025 23:09,Bangalore,101,Theft,28,F,Other,Property Crime,5,0,
2440,07-02-2025,06-02-2025,06-02-2025 03:50,Delhi,100,Assault,34,F,Knife,Violent Crime,2,0,
2441,23-11-2024,21-11-2024,21-11-2024 10:52,Bangalore,101,Theft,29,M,Other,Property Crime,7,1,14-12-2024
2442,06-09-2024,06-09-2024,06-09-2024 18:06,Chennai,101,Theft,31,F,Other,Property Crime,2,0,
2443,02-06-2025,31-05-2025,31-05-2025 01:43,Ahmedabad,100,Assault,20,M,Knife,Violent Crime,5,1,01-06-2025
2444,31-10-2024,28-10-2024,28-10-2024 15:10,Mumbai,102,Robbery,36,M,Blunt Object,Property Crime,7,1,16-01-2025
2445,16-02-2025,15-02-2025,15-02-2025 00:14,Kolkata,102,Robbery,31,M,Blunt Object,Property Crime,4,0,
2446,30-05-2025,28-05-2025,28-05-2025 02:28,Chennai,100,Assault,28,F,Knife,Violent Crime,3,1,18-07-2025
2447,09-11-2024,09-11-2024,09-11-2024 20:50,Ludhiana,105,Vandalism,21,M,None,Property Crime,8,1,23-04-2025
2448,16-09-2024,15-09-2024,15-09-2024 01:08,Delhi,100,Assault,34,M,Knife,Violent Crime,6,0,
2449,19-04-2025,17-04-2025,17-04-2025 16:08,Hyderabad,100,Assault,31,M,None,Violent Crime,8,0,
2450,06-01-2025,04-01-2025,04-01-2025 18:19,Hyderabad,107,Terrorism,17,F,Explosives,Violent Crime,20,0,
2451,02-08-2025,01-08-2025,01-08-2025 03:54,Bangalore,107,Terrorism,30,F,Explosives,Violent Crime,20,0,
2452,14-06-2025,14-06-2025,14-06-2025 16:36,Ahmedabad,101,Theft,22,M,Other,Property Crime,5,1,31-07-2025
2453,09-04-2025,09-04-2025,09-04-2025 08:32,Hyderabad,105,Vandalism,23,M,Other,Property Crime,2,0,
2454,14-11-2024,13-11-2024,13-11-2024 17:37,Mumbai,105,Vandalism,27,F,None,Property Crime,7,1,30-07-2025
2455,10-11-2024,07-11-2024,07-11-2024 21:36,Bangalore,106,Kidnapping,11,F,None,Violent Crime,4,0,
2456,05-11-2024,05-11-2024,05-11-2024 12:27,Delhi,102,Robbery,35,M,Firearm,Property Crime,10,0,
2457,25-08-2024,23-08-2024,23-08-2024 15:43,Mumbai,101,Theft,46,F,Other,Property Crime,8,0,
2458,19-12-2024,16-12-2024,16-12-2024 01:32,Mumbai,101,Theft,43,M,Other,Property Crime,7,1,01-05-2025
2459,20-06-2025,18-06-2025,18-06-2025 15:20,Delhi,102,Robbery,27,M,Firearm,Property Crime,10,0,
2460,13-03-2025,13-03-2025,13-03-2025 18:46,Delhi,100,Assault,38,M,Blunt Object,Violent Crime,3,0,
2461,18-01-2025,17-01-2025,17-01-2025 13:21,Ahmedabad,104,Cyber Crime,11,F,None,Other Crime,6,1,15-02-2025
2462,22-04-2025,21-04-2025,21-04-2025 15:05,Mumbai,101,Theft,45,M,Other,Property Crime,6,0,
2463,28-09-2024,26-09-2024,26-09-2024 02:57,Chennai,101,Theft,37,F,Other,Property Crime,5,1,21-10-2024
2464,28-10-2024,25-10-2024,25-10-2024 20:09,Pune,106,Kidnapping,30,M,None,Violent Crime,6,0,
2465,26-06-2025,25-06-2025,25-06-2025 22:31,Delhi,101,Theft,28,M,None,Property Crime,4,0,
2466,09-01-2025,08-01-2025,08-01-2025 23:38,Mumbai,107,Terrorism,31,F,Firearm,Violent Crime,20,1,29-04-2025
2467,24-11-2024,23-11-2024,23-11-2024 22:46,Bangalore,104,Cyber Crime,40,F,None,Other Crime,8,1,07-05-2025
2468,26-07-2025,23-07-2025,23-07-2025 13:44,Bangalore,100,Assault,37,F,None,Violent Crime,3,1,31-07-2025
2469,22-07-2025,22-07-2025,22-07-2025 22:59,Hyderabad,103,Homicide,30,M,Poison,Violent Crime,15,1,04-08-2025
2470,20-12-2024,17-12-2024,17-12-2024 15:48,Kolkata,101,Theft,26,M,Other,Property Crime,6,1,01-03-2025
2471,09-07-2025,06-07-2025,06-07-2025 02:03,Kolkata,100,Assault,19,F,None,Violent Crime,6,0,
2472,10-12-2024,08-12-2024,08-12-2024 11:16,Ahmedabad,102,Robbery,28,M,Firearm,Property Crime,10,1,12-01-2025
2473,27-06-2025,24-06-2025,24-06-2025 00:06,Delhi,106,Kidnapping,31,F,Blunt Object,Violent Crime,5,0,
2474,11-07-2025,10-07-2025,10-07-2025 00:02,Pune,101,Theft,32,F,Other,Property Crime,5,0,
2475,02-07-2025,29-06-2025,29-06-2025 03:50,Delhi,101,Theft,24,F,None,Property Crime,4,1,08-07-2025
2476,05-09-2024,03-09-2024,03-09-2024 23:45,Delhi,101,Theft,10,F,Other,Property Crime,8,0,
2477,23-04-2025,22-04-2025,22-04-2025 12:25,Hyderabad,105,Vandalism,32,F,None,Property Crime,2,0,
2478,24-06-2025,23-06-2025,23-06-2025 20:12,Mumbai,102,Robbery,41,M,Firearm,Property Crime,10,1,07-07-2025
2479,16-04-2025,16-04-2025,16-04-2025 09:23,Delhi,100,Assault,41,F,None,Violent Crime,7,0,
2480,10-11-2024,07-11-2024,07-11-2024 20:03,Pune,105,Vandalism,33,F,None,Property Crime,5,1,27-06-2025
2481,06-08-2024,05-08-2024,05-08-2024 20:56,Chennai,101,Theft,15,M,None,Property Crime,3,0,
2482,11-01-2025,08-01-2025,08-01-2025 21:49,Bangalore,101,Theft,31,F,None,Property Crime,4,1,27-07-2025
2483,22-06-2025,20-06-2025,20-06-2025 00:53,Jaipur,102,Robbery,21,F,Knife,Property Crime,3,0,
2484,15-11-2024,15-11-2024,15-11-2024 22:01,Delhi,101,Theft,20,F,Other,Property Crime,2,0,
2485,28-08-2024,25-08-2024,25-08-2024 21:41,Mumbai,101,Theft,28,M,None,Property Crime,7,1,18-03-2025
2486,02-10-2024,01-10-2024,01-10-2024 02:03,Hyderabad,101,Theft,29,F,Other,Property Crime,4,0,
2487,09-02-2025,06-02-2025,06-02-2025 00:17,Mumbai,102,Robbery,37,M,Knife,Property Crime,7,0,
2488,11-05-2025,11-05-2025,11-05-2025 18:46,Bangalore,101,Theft,18,M,Other,Property Crime,8,0,
2489,07-11-2024,04-11-2024,04-11-2024 01:40,Mumbai,106,Kidnapping,29,F,Blunt Object,Violent Crime,2,1,19-06-2025
2490,30-11-2024,29-11-2024,29-11-2024 19:40,Kolkata,101,Theft,48,M,Other,Property Crime,7,1,08-02-2025
2491,11-06-2025,09-06-2025,09-06-2025 23:58,Bangalore,102,Robbery,27,M,Blunt Object,Property Crime,8,0,
2492,11-02-2025,09-02-2025,09-02-2025 09:21,Kolkata,100,Assault,37,M,None,Violent Crime,2,0,
2493,15-03-2025,12-03-2025,12-03-2025 00:48,Hyderabad,102,Robbery,32,F,Knife,Property Crime,4,1,21-03-2025
2494,16-06-2025,16-06-2025,16-06-2025 20:33,Bangalore,101,Theft,27,M,None,Property Crime,2,0,
2495,26-11-2024,24-11-2024,24-11-2024 02:04,Mumbai,101,Theft,24,M,Other,Property Crime,5,0,
2496,19-12-2024,16-12-2024,16-12-2024 03:58,Jaipur,100,Assault,16,F,Blunt Object,Violent Crime,3,1,03-06-2025
2497,25-02-2025,22-02-2025,22-02-2025 20:21,Kolkata,102,Robbery,31,F,Firearm,Property Crime,10,0,
2498,11-06-2025,08-06-2025,08-06-2025 15:18,Delhi,101,Theft,10,M,None,Property Crime,2,0,
2499,09-03-2025,07-03-2025,07-03-2025 03:15,Delhi,101,Theft,21,F,Other,Property Crime,8,1,30-04-2025
2500,06-10-2024,04-10-2024,04-10-2024 09:50,Bangalore,103,Homicide,40,F,Firearm,Violent Crime,15,1,02-11-2024
2501,07-10-2024,04-10-2024,04-10-2024 01:45,Mumbai,104,Cyber Crime,35,F,None,Other Crime,2,0,
2502,31-05-2025,29-05-2025,29-05-2025 06:15,Mumbai,101,Theft,29,M,None,Property Crime,6,0,
2503,11-09-2024,10-09-2024,10-09-2024 17:35,Kolkata,102,Robbery,26,M,Firearm,Property Crime,10,1,21-04-2025
2504,05-03-2025,05-03-2025,05-03-2025 19:02,Delhi,106,Kidnapping,39,F,Blunt Object,Violent Crime,7,1,17-04-2025
2505,18-09-2024,16-09-2024,16-09-2024 07:43,Hyderabad,106,Kidnapping,22,M,None,Violent Crime,5,0,
2506,03-11-2024,03-11-2024,03-11-2024 02:59,Mumbai,104,Cyber Crime,23,M,None,Other Crime,7,1,05-06-2025
2507,09-02-2025,08-02-2025,08-02-2025 19:06,Bangalore,101,Theft,28,M,None,Property Crime,7,1,11-07-2025
2508,15-06-2025,12-06-2025,12-06-2025 03:51,Bangalore,103,Homicide,47,M,Poison,Violent Crime,15,0,
2509,21-10-2024,21-10-2024,21-10-2024 03:33,Bangalore,100,Assault,35,M,Knife,Violent Crime,4,1,26-04-2025
2510,17-12-2024,14-12-2024,14-12-2024 14:20,Mumbai,106,Kidnapping,50,M,Blunt Object,Violent Crime,6,1,27-02-2025
2511,06-04-2025,04-04-2025,04-04-2025 00:04,Kolkata,100,Assault,47,M,None,Violent Crime,7,1,08-07-2025
2512,02-12-2024,29-11-2024,29-11-2024 15:12,Pune,102,Robbery,45,M,Firearm,Property Crime,10,0,
2513,19-01-2025,16-01-2025,16-01-2025 14:41,Hyderabad,101,Theft,33,M,Other,Property Crime,4,1,31-01-2025
2514,23-11-2024,22-11-2024,22-11-2024 21:01,Delhi,100,Assault,34,M,Blunt Object,Violent Crime,8,0,
2515,14-12-2024,14-12-2024,14-12-2024 01:02,Chennai,100,Assault,16,F,None,Violent Crime,8,1,23-06-2025
2516,11-06-2025,08-06-2025,08-06-2025 00:09,Delhi,100,Assault,37,M,Knife,Violent Crime,8,0,
2517,09-11-2024,06-11-2024,06-11-2024 19:38,Bangalore,101,Theft,34,F,None,Property Crime,7,0,
2518,29-01-2025,29-01-2025,29-01-2025 10:44,Mumbai,101,Theft,52,M,None,Property Crime,6,0,
2519,04-11-2024,02-11-2024,02-11-2024 02:07,Hyderabad,102,Robbery,34,F,Blunt Object,Property Crime,2,0,
2520,12-12-2024,09-12-2024,09-12-2024 22:35,Mumbai,100,Assault,14,F,None,Violent Crime,2,0,
2521,18-03-2025,18-03-2025,18-03-2025 00:34,Bangalore,104,Cyber Crime,30,F,None,Other Crime,7,0,
2522,19-06-2025,19-06-2025,19-06-2025 10:39,Delhi,106,Kidnapping,32,M,None,Violent Crime,5,1,20-07-2025
2523,24-09-2024,21-09-2024,21-09-2024 02:47,Chennai,100,Assault,40,F,Knife,Violent Crime,2,1,15-03-2025
2524,24-04-2025,22-04-2025,22-04-2025 07:35,Delhi,100,Assault,27,F,Knife,Violent Crime,6,0,
2525,28-12-2024,27-12-2024,27-12-2024 02:49,Delhi,101,Theft,46,F,Other,Property Crime,8,0,
2526,03-02-2025,03-02-2025,03-02-2025 12:52,Ahmedabad,102,Robbery,15,F,Firearm,Property Crime,10,0,
2527,21-10-2024,21-10-2024,21-10-2024 21:23,Delhi,102,Robbery,28,F,Blunt Object,Property Crime,6,0,
2528,08-08-2024,06-08-2024,06-08-2024 06:20,Hyderabad,100,Assault,34,M,Knife,Violent Crime,2,1,28-06-2025
2529,08-03-2025,07-03-2025,07-03-2025 23:57,Hyderabad,107,Terrorism,31,F,Explosives,Violent Crime,20,1,09-04-2025
2530,04-06-2025,01-06-2025,01-06-2025 17:55,Delhi,100,Assault,19,M,Knife,Violent Crime,8,1,15-06-2025
2531,05-04-2025,05-04-2025,05-04-2025 12:26,Delhi,102,Robbery,36,F,Blunt Object,Property Crime,6,0,
2532,19-10-2024,16-10-2024,16-10-2024 20:59,Kolkata,101,Theft,27,F,Other,Property Crime,2,1,23-11-2024
2533,28-12-2024,28-12-2024,28-12-2024 08:05,Hyderabad,102,Robbery,10,M,Knife,Property Crime,3,1,04-08-2025
2534,02-06-2025,31-05-2025,31-05-2025 18:37,Jaipur,100,Assault,35,M,Blunt Object,Violent Crime,8,0,
2535,01-07-2025,30-06-2025,30-06-2025 12:54,Kolkata,100,Assault,27,M,None,Violent Crime,6,0,
2536,05-02-2025,05-02-2025,05-02-2025 00:12,Chennai,101,Theft,34,F,Other,Property Crime,6,1,02-03-2025
2537,15-03-2025,12-03-2025,12-03-2025 19:19,Pune,103,Homicide,29,M,Firearm,Violent Crime,15,0,
2538,15-01-2025,13-01-2025,13-01-2025 20:36,Hyderabad,104,Cyber Crime,40,M,None,Other Crime,6,1,20-05-2025
2539,01-01-2025,01-01-2025,01-01-2025 10:25,Delhi,101,Theft,30,F,Other,Property Crime,3,0,
2540,11-04-2025,11-04-2025,11-04-2025 20:51,Mumbai,101,Theft,28,M,Other,Property Crime,4,0,
2541,13-05-2025,12-05-2025,12-05-2025 10:00,Kolkata,103,Homicide,27,M,Firearm,Violent Crime,15,1,14-07-2025
2542,11-04-2025,10-04-2025,10-04-2025 00:01,Chennai,103,Homicide,15,M,Poison,Violent Crime,15,0,
2543,25-08-2024,25-08-2024,25-08-2024 00:06,Delhi,104,Cyber Crime,41,F,None,Other Crime,4,0,
2544,05-01-2025,02-01-2025,02-01-2025 15:24,Hyderabad,100,Assault,33,M,Knife,Violent Crime,7,0,
2545,14-10-2024,11-10-2024,11-10-2024 11:08,Mumbai,100,Assault,37,F,Knife,Violent Crime,7,0,
2546,25-12-2024,24-12-2024,24-12-2024 09:38,Delhi,107,Terrorism,24,M,Firearm,Violent Crime,20,0,
2547,25-04-2025,22-04-2025,22-04-2025 21:22,Hyderabad,104,Cyber Crime,32,M,None,Other Crime,3,1,13-05-2025
2548,12-09-2024,09-09-2024,09-09-2024 09:16,Jaipur,101,Theft,42,F,Other,Property Crime,4,1,18-12-2024
2549,06-04-2025,03-04-2025,03-04-2025 15:47,Pune,104,Cyber Crime,30,F,None,Other Crime,7,0,
2550,16-07-2025,14-07-2025,14-07-2025 09:34,Hyderabad,101,Theft,31,F,Other,Property Crime,2,1,24-07-2025
2551,17-08-2024,16-08-2024,16-08-2024 00:22,Mumbai,101,Theft,27,M,None,Property Crime,2,1,02-01-2025
2552,30-08-2024,27-08-2024,27-08-2024 07:52,Chennai,101,Theft,46,M,Other,Property Crime,3,0,
